,Country_ID,Country,Total Population,Region,A/V & Photo Adj,Education Adj,Jewellery & Travel Goods Adj,Reading Materials Adj,Recreation - Other Adj,Garden & Pets Adj,Personal Care Adj,Recreational & Cultural Services Adj,Disposable Income Adj,Action Figure Toys Adj,Arts & Crafts Toys Adj,Baby Toys Adj,Construction Toys Adj,Dolls Adj,Dress-Up & Role Play Adj,Games & Puzzles Adj,Model Vehicles Adj,Other Toys & Games Adj,Outdoor Toys & Sports Adj,Plush Toys Adj,Pre-School Toys Adj,Remote Control Toys Adj,Ride-On Toy Vehicles Adj,Educational Toys Adj,Video Games Hardware Adj,Video Games Software Adj,Total Toys,BinIncome
71,73,Philippines,113880.3,Asia Pacific,29.527714626673795,340.9744339743866,66.04074263356642,16.722236711119777,0.6502167187827921,6.21115438754552,519.8041551084779,16.5861288856223,6.653937795138111,1.30098225944259,0.4153209554242481,0.29997689094016555,0.9777261738860893,1.458173992048376,0.3067914292463227,0.5439282152693077,0.8457345124661596,0.37210123261003,0.200457190576421,1.0778404312832568,0.49183587211016017,0.5821170708776379,0.2529154149869059,0.31790507225569303,0.1967983780630481,14.596146494755166,24.236751586241574,6-9K
72,74,Poland,38265.0,Eastern Europe,311.323083177258,206.14864178172684,239.87107452415174,286.6980269175487,35.821827315359265,206.90215892097504,8.025901244246992,580.2314270366014,23.474347024405823,1.734976842777705,3.063431914862726,3.2347518039403576,10.918013270032086,5.120722447261059,0.6112345195057857,7.9286263919741,2.861622892983144,0.711413098712197,2.4217082625549895,2.3621818604178464,2.3229815468153374,1.1135792790046026,1.065667784601536,2.813711398580078,15.232951493241575,47.082480363546615,110.60005517081174,20-25K
73,75,Portugal,10371.6,Western Europe,22.625888644632138,47.244398164217664,241.2678211012123,135.27324617223957,23.413295280702428,245.63873140756164,461.4042192140075,538.3933047938601,24.397023281525193,,,,,,,,,,,,,,,,,,,20-25K
74,76,Qatar,2748.0,Middle East and Africa,70.58163512857836,1233.9731926249394,237.58187772925768,28.854318292091218,71.32459970887918,48.777899078117414,403.7785055798157,385.7199175157691,25.6023319990296,,,,,,,,,,,,,,,,,,,25-30K
75,77,Romania,19201.7,Eastern Europe,277.65770739049145,237.58023739796187,98.3014814081855,132.6879043695784,47.550766627723355,287.46008021280517,292.8936268953038,490.7464790443901,21.114962043291303,1.8950868354827377,1.5594684035499171,2.216238955694316,6.258126450609407,2.3840481716607265,0.578652468849691,3.544246371704357,2.2249187427270614,1.157304937699382,1.1688779870763757,2.6473350449873356,1.2383162833383383,1.9153396718924771,0.922950687815257,3.558712683425599,5.673687457071219,36.62870127818544,75.57201243176964,20-25K
76,78,Russia,143759.4,Eastern Europe,107.70002108355284,113.54002037765498,170.17117127264063,47.78524929238219,4.133785672068787,153.96339252603207,520.3224018837716,181.6006323426884,16.976895957497938,1.6837731597243881,2.824568126870884,1.0152284312329232,9.669981127714133,1.6909436259186559,0.26340147744192305,5.259096243779156,1.806719259487232,0.966512140976187,2.3453141770493593,0.9355909943975838,2.648141307486342,0.5982932175051006,0.9823538686146857,1.816867494034601,10.159097446321129,54.75317959434543,99.4190616928997,15-20K
77,79,Saudi Arabia,35950.4,Middle East and Africa,198.7568674865617,657.578837014949,460.92981193842377,82.38974933364982,3.911253035045816,50.64539538425782,224.87464209948521,133.17422522883376,19.992027596045908,,,,,,,,,,,,,,,,,,,15-20K
78,80,Serbia,6871.5,Eastern Europe,96.00958419848723,161.408841312751,51.09572369975166,81.65777114277566,9.910086065357529,10.555998693690851,311.5850792458582,449.7483078847896,13.567642363729849,,,,,,,,,,,,,,,,,,,12-15K
79,81,Singapore,5453.6,Asia Pacific,39.69854774827636,1816.1627182044886,647.9206395775268,133.44396362036085,32.52438756051049,287.9519950124688,1590.967434355288,898.0077380079214,53.321590325656445,10.016319495379198,1.8794924453571948,2.3379052369077304,16.31949537919906,7.38044594396362,0.7105398269033298,6.142731406777175,5.432191579873844,3.461016576206542,2.933841865923427,3.988191286489657,3.4839372157840685,2.5212703535279446,1.1460319788763385,1.0543494205662312,21.316194807099897,136.74453571952472,226.86849053835996,40-54K
80,82,Slovakia,5449.3,Eastern Europe,290.4226230892041,248.91270438404933,94.54425339034373,354.1005266731507,5.505294257978089,206.00811113354007,831.5930486484503,579.2303598627346,2.2700897362964048,,,,,,,,,,,,,,,,,,,2-4K
81,83,Slovenia,2109.0,Eastern Europe,232.4956535482851,268.61071597913707,82.89868816184607,154.89173383910227,49.07539118065434,564.5645645645646,599.8893630472578,659.3962383436068,2.802513039355145,,,,,,,,,,,,,,,,,,,2-4K
